plant_id,sector,plant_state,generator_id,nameplate_capacity_mw,summer_capacity_mw,technology,generation_type,operating_year,retirement_year_or_planned,status,latitude,longitude
60939,IPP Non-CHP,MN,KCCS2,1,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.949053,-95.51126
60938,IPP Non-CHP,MN,AACS1,1,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.044924,-92.98857
60938,IPP Non-CHP,MN,AACS2,1,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.044924,-92.98857
60938,IPP Non-CHP,MN,AACS3,1,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.044924,-92.98857
60938,IPP Non-CHP,MN,AACS4,1,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.044924,-92.98857
57280,IPP Non-CHP,PA,1,1,0.9,Solar Photovoltaic,Solar,2009, ,Operating,39.9647,-75.6578
60937,IPP Non-CHP,MN,IACS1,1,0.9,Solar Photovoltaic,Solar,2017, ,Operating,43.906524,-96.13824
60937,IPP Non-CHP,MN,IACS2,1,0.9,Solar Photovoltaic,Solar,2017, ,Operating,43.906524,-96.13824
61176,IPP Non-CHP,MN,FACS1,1,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.226179,-95.6238
61176,IPP Non-CHP,MN,FACS2,1,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.226179,-95.6238
61176,IPP Non-CHP,MN,FACS3,1,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.226179,-95.6238
57008,IPP Non-CHP,CA,1,1,0.8,Solar Photovoltaic,Solar,2009, ,Operating,34.2089,-119.13
61791,IPP Non-CHP,CA,5001,1,0.8,Solar Photovoltaic,Solar,2018, ,Operating,38.216841,-122.5429
61834,Electric Utility,CA,SCSP2,1,0.8,Solar Photovoltaic,Solar,2017, ,Operating,33.767061,-116.9059
57270,Electric Utility,MA,1,1,0.8,Solar Photovoltaic,Solar,2010, ,Operating,42.105237,-71.70298
61894,Industrial Non-CHP,CA,CR2,1,0.8,Solar Photovoltaic,Solar,2015, ,Operating,36.624512,-119.6731
57269,Electric Utility,MA,1,1,0.8,Solar Photovoltaic,Solar,2010, ,Operating,42.781056,-71.09256
58515,Commercial Non-CHP,TN,GEN1,1,0.7,Solar Photovoltaic,Solar,2011, ,Operating,35.024583,-85.20862
59904,Electric Utility,VA,1,1,0.4,Solar Photovoltaic,Solar,2016, ,Operating,36.848105,-76.40714
59328,Commercial Non-CHP,CA,GAC1,1,1,Onshore Wind Turbine,Wind,2014, ,Operating,32.702107,-116.3546
59329,IPP Non-CHP,CA,SOL1,1,1,Onshore Wind Turbine,Wind,2014, ,Operating,36.421111,-121.3403
59330,IPP Non-CHP,CA,TAY1,1,1,Onshore Wind Turbine,Wind,2014, ,Operating,36.505,-121.4517
58104,Industrial Non-CHP,CA,WTG1,1,1,Onshore Wind Turbine,Wind,2012, ,Operating,38.42,-121.8181
58105,Commercial Non-CHP,CA,WTG1,1,1,Onshore Wind Turbine,Wind,2012, ,Operating,40.111111,-122.1939
58112,IPP Non-CHP,CA,WTG1,1,1,Onshore Wind Turbine,Wind,2012, ,Operating,38.692778,-121.9325
58113,IPP Non-CHP,CA,WTG1,1,1,Onshore Wind Turbine,Wind,2012, ,Operating,33.917222,-116.815
58113,IPP Non-CHP,CA,WTG2,1,1,Onshore Wind Turbine,Wind,2012, ,Operating,33.917222,-116.815
59024,IPP Non-CHP,OH,N-54,1,1,Onshore Wind Turbine,Wind,2012, ,Operating,41.602222,-81.49694
57792,IPP Non-CHP,CA,WTG1,1,1,Onshore Wind Turbine,Wind,2011, ,Operating,34.084722,-117.5294
57594,IPP Non-CHP,CA,WTG1,1,1,Onshore Wind Turbine,Wind,2010, ,Operating,37.6167,-121.3564
57637,IPP Non-CHP,IN,1,1,1,Onshore Wind Turbine,Wind,2010, ,Operating,40.1908,-84.8172
57257,Commercial Non-CHP,IA,VMN82,1,1,Onshore Wind Turbine,Wind,2005, ,Operating,43.385347,-94.81566
2024,Electric Utility,MN,12,1,1,Onshore Wind Turbine,Wind,2003, ,Operating,43.63349,-95.60923
2024,Electric Utility,MN,13,1,1,Onshore Wind Turbine,Wind,2003, ,Operating,43.63349,-95.60923
56415,Electric Utility,MN,WND1,1,0.9,Onshore Wind Turbine,Wind,2003, ,Operating,43.575,-94.44667
56415,Electric Utility,MN,WND2,1,0.9,Onshore Wind Turbine,Wind,2003, ,Operating,43.575,-94.44667
58977,Electric Utility,AK,WPG-2,0.9,0.9,Conventional Hydroelectric,Hydro,2015, ,Operating,55.328056,-131.5308
7657,Electric Utility,OH,2A,0.9,1,Conventional Hydroelectric,Hydro,2004, ,Operating,41.237206,-84.39976
7657,Electric Utility,OH,3A,0.9,1,Conventional Hydroelectric,Hydro,2004, ,Operating,41.237206,-84.39976
58678,IPP Non-CHP,NY,1,0.9,0.8,Conventional Hydroelectric,Hydro,2002, ,Operating,44.27,-75.19917
58678,IPP Non-CHP,NY,2,0.9,0.8,Conventional Hydroelectric,Hydro,2002, ,Operating,44.27,-75.19917
758,Electric Utility,GA,2,0.9,0.9,Conventional Hydroelectric,Hydro,1993, ,Operating,34.959153,-84.08765
6543,IPP Non-CHP,WV,3,0.9,0.9,Conventional Hydroelectric,Hydro,1991, ,Operating,39.493056,-77.82694
50328,IPP Non-CHP,MN,3,0.9,0.9,Conventional Hydroelectric,Hydro,1988, ,Operating,44.5119,-92.9394
50252,IPP Non-CHP,MN,HG10,0.9,0.9,Conventional Hydroelectric,Hydro,1985, ,Operating,45.617996,-94.20079
50252,IPP Non-CHP,MN,HG11,0.9,0.9,Conventional Hydroelectric,Hydro,1985, ,Operating,45.617996,-94.20079
50252,IPP Non-CHP,MN,HG12,0.9,0.9,Conventional Hydroelectric,Hydro,1985, ,Operating,45.617996,-94.20079
50252,IPP Non-CHP,MN,HG2,0.9,0.9,Conventional Hydroelectric,Hydro,1985, ,Operating,45.617996,-94.20079
50252,IPP Non-CHP,MN,HG3,0.9,0.9,Conventional Hydroelectric,Hydro,1985, ,Operating,45.617996,-94.20079
50252,IPP Non-CHP,MN,HG4,0.9,0.9,Conventional Hydroelectric,Hydro,1985, ,Operating,45.617996,-94.20079
50252,IPP Non-CHP,MN,HG5,0.9,0.9,Conventional Hydroelectric,Hydro,1985, ,Operating,45.617996,-94.20079
678,Electric Utility,VT,1,0.9,0.7,Conventional Hydroelectric,Hydro,1983, ,Operating,44.625282,-72.53086
678,Electric Utility,VT,2,0.9,0.7,Conventional Hydroelectric,Hydro,1983, ,Operating,44.625282,-72.53086
56703,IPP Non-CHP,NY,9,0.9,0.9,Conventional Hydroelectric,Hydro,1971, ,Operating,43.61863,-75.35858
6359,Electric Utility,ID,4,0.9,0.5,Conventional Hydroelectric,Hydro,1946, ,Operating,43.913476,-111.2833
899,Electric Utility,IL,HY1,0.9,0.8,Conventional Hydroelectric,Hydro,1942, ,Operating,41.509959,-90.53402
899,Electric Utility,IL,HY2,0.9,0.8,Conventional Hydroelectric,Hydro,1942, ,Operating,41.509959,-90.53402
899,Electric Utility,IL,HY3,0.9,0.8,Conventional Hydroelectric,Hydro,1942, ,Operating,41.509959,-90.53402
899,Electric Utility,IL,HY4,0.9,0.8,Conventional Hydroelectric,Hydro,1942, ,Operating,41.509959,-90.53402
3986,Electric Utility,WI,1,0.9,0.3,Conventional Hydroelectric,Hydro,1940, ,Operating,45.464444,-91.08361
3986,Electric Utility,WI,2,0.9,0.3,Conventional Hydroelectric,Hydro,1940, ,Operating,45.464444,-91.08361
1694,Electric Utility,MI,2,0.9,0.5,Conventional Hydroelectric,Hydro,1935, ,Operating,42.563803,-85.95398
1504,IPP Non-CHP,ME,SH6,0.9,0.9,Conventional Hydroelectric,Hydro,1921, ,Operating,44.629517,-69.58353
54639,IPP Non-CHP,NH,SH2,0.9,0.9,Conventional Hydroelectric,Hydro,1916, ,Operating,44.3889,-71.1645
54639,IPP Non-CHP,NH,SHL1,0.9,0.9,Conventional Hydroelectric,Hydro,1916, ,Operating,44.3889,-71.1645
3868,IPP Non-CHP,WA,UN1,0.9,0.9,Conventional Hydroelectric,Hydro,1915, ,Operating,48.5953,-118.0603
1634,IPP Non-CHP,MA,GF3,0.9,0.9,Conventional Hydroelectric,Hydro,1914, ,Operating,42.5914,-72.7308
1634,IPP Non-CHP,MA,GF4,0.9,0.9,Conventional Hydroelectric,Hydro,1914, ,Operating,42.5914,-72.7308
50082,IPP Non-CHP,ME,GEN7,0.9,0.9,Conventional Hydroelectric,Hydro,1910, ,Operating,44.470511,-70.18733
1488,IPP Non-CHP,ME,DR3,0.9,0.8,Conventional Hydroelectric,Hydro,1906, ,Operating,44.134572,-70.20372
63701,IPP Non-CHP,CA,CST1A,0.9,0.9,Other Natural Gas,Natural Gas,2019, ,Operating,37.40553,-121.9168
58186,Commercial CHP,NY,CG01,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,2004, ,Operating,42.696944,-73.68
58186,Commercial CHP,NY,CG02,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,2004, ,Operating,42.696944,-73.68
50234,Commercial CHP,CA,2076,0.9,0.9,Natural Gas Internal Combustion Engine,Natural Gas,2001, ,Operating,34.1019,-117.6381
58161,Commercial CHP,MI,STG-1,0.9,0.9,Natural Gas Fired Combined Cycle,Natural Gas,1999, ,Operating,42.28,-85.60639
54550,Industrial CHP,AL,901,0.9,0.9,Natural Gas Fired Combined Cycle,Natural Gas,1993, ,Operating,30.43203,-88.18241
50234,Commercial CHP,CA,2074,0.9,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1985, ,Operating,34.1019,-117.6381
50234,Commercial CHP,CA,2075,0.9,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1985, ,Operating,34.1019,-117.6381
1265,Electric Utility,KS,5,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1980, ,Operating,38.7551,-95.8368
2214,Electric Utility,NE,2,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1976, ,Operating,41.289185,-99.38634
2217,Electric Utility,NE,4,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1967, ,Operating,40.130304,-99.82777
1265,Electric Utility,KS,3,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1963, ,Operating,38.7551,-95.8368
2296,Electric Utility,NE,4,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1961, ,Operating,42.114742,-96.70543
2311,Electric Utility,NE,IC4,0.9,0.6,Natural Gas Internal Combustion Engine,Natural Gas,1961, ,Operating,42.2691,-96.8621
1270,Electric Utility,KS,IC1,0.9,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1958, ,Operating,39.373966,-97.12721
2295,Electric Utility,NE,3,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1956, ,Operating,40.2581,-99.6108
2232,Electric Utility,NE,2,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1955, ,Operating,40.631453,-100.5152
2238,Electric Utility,NE,4,0.9,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1955, ,Operating,40.0892,-98.9508
1306,Electric Utility,KS,2,0.9,0.8,Natural Gas Internal Combustion Engine,Natural Gas,1951, ,Operating,37.285176,-100.3324
2313,Electric Utility,NE,2,0.9,0.9,Natural Gas Internal Combustion Engine,Natural Gas,1947, ,Operating,41.844936,-96.71345
6341,Electric Utility,AK,3B,0.9,0.5,Petroleum Liquids,Oil,2014, ,Operating,66.606778,-160.0148
7485,Electric Utility,AK,PG8,0.9,0.9,Petroleum Liquids,Oil,2008, ,Operating,68.348424,-166.7372
7482,Electric Utility,AK,NA1,0.9,0.9,Petroleum Liquids,Oil,2003, ,Operating,70.4826,-157.4252
7482,Electric Utility,AK,NA2,0.9,0.9,Petroleum Liquids,Oil,2003, ,Operating,70.4826,-157.4252
7487,Electric Utility,AK,6,0.9,0.9,Petroleum Liquids,Oil,2003, ,Operating,68.13795,-151.741
7487,Electric Utility,AK,7,0.9,0.9,Petroleum Liquids,Oil,2003, ,Operating,68.13795,-151.741
7488,Electric Utility,AK,PG4A,0.9,0.9,Petroleum Liquids,Oil,2001, ,Operating,70.642877,-160.0205
7488,Electric Utility,AK,PG5,0.9,0.9,Petroleum Liquids,Oil,2001, ,Operating,70.642877,-160.0205
1,IPP Non-CHP,AK,2,0.9,0.3,Petroleum Liquids,Oil,2000, ,Operating,55.339722,-160.4972
7483,Electric Utility,AK,PG1A,0.9,0.9,Petroleum Liquids,Oil,2000, ,Operating,70.125617,-143.619
7483,Electric Utility,AK,PG2A,0.9,0.9,Petroleum Liquids,Oil,2000, ,Operating,70.125617,-143.619
7484,Electric Utility,AK,PG1A,0.9,0.9,Petroleum Liquids,Oil,1999, ,Operating,70.220565,-150.9935
7484,Electric Utility,AK,PG2A,0.9,0.9,Petroleum Liquids,Oil,1999, ,Operating,70.220565,-150.9935
6314,Electric Utility,AK,6,0.9,0.9,Petroleum Liquids,Oil,1995, ,Operating,62.777694,-164.5315
792,Electric Utility,HI,CUM6,0.9,0.9,Petroleum Liquids,Oil,1991, ,Operating,21.106,-157.0647
7481,Electric Utility,NE,1,0.9,0.9,Petroleum Liquids,Oil,1987, ,Operating,40.327952,-98.45025
406,Electric Utility,AK,9,0.9,1,Petroleum Liquids,Oil,1985, ,Operating,63.33552,-143
792,Electric Utility,HI,CUM3,0.9,0.9,Petroleum Liquids,Oil,1985, ,Operating,21.106,-157.0647
792,Electric Utility,HI,CUM4,0.9,0.9,Petroleum Liquids,Oil,1985, ,Operating,21.106,-157.0647
792,Electric Utility,HI,CUM5,0.9,0.9,Petroleum Liquids,Oil,1985, ,Operating,21.106,-157.0647
50935,Industrial Non-CHP,IN,3512,0.9,0.8,Petroleum Liquids,Oil,1983, ,Operating,40.4175,-86.8447
1329,Electric Utility,KS,3,0.9,0.7,Petroleum Liquids,Oil,1978, ,Operating,39.7306,-96.9795
6306,Electric Utility,AK,6,0.9,0.8,Petroleum Liquids,Oil,1974, ,Operating,61.1303,-146.3647
6338,Electric Utility,AK,3,0.9,0.9,Petroleum Liquids,Oil,1974, ,Operating,62.051525,-163.1726
4148,Electric Utility,WI,6,0.9,0.9,Petroleum Liquids,Oil,1972, ,Operating,45.370922,-86.93082
2300,Electric Utility,NE,3,0.9,0.9,Petroleum Liquids,Oil,1964, ,Operating,41.641588,-99.3698
2222,Electric Utility,NE,3,0.9,0.9,Petroleum Liquids,Oil,1960, ,Operating,41.780313,-99.13607
2315,Electric Utility,NE,5,0.9,0.6,Petroleum Liquids,Oil,1960, ,Operating,40.4797,-96.9604
2297,Electric Utility,NE,3,0.9,0.9,Petroleum Liquids,Oil,1958, ,Operating,42.35,-97.79056
2145,Electric Utility,MO,6,0.9,0.9,Petroleum Liquids,Oil,1957, ,Operating,40.4578,-92.181
1321,Electric Utility,KS,5,0.9,0.9,Petroleum Liquids,Oil,1953, ,Operating,39.770868,-101.8101
2299,Electric Utility,NE,2,0.9,0.6,Petroleum Liquids,Oil,1953, ,Operating,40.097954,-98.51903
1278,Electric Utility,KS,4,0.9,0.8,Petroleum Liquids,Oil,1948, ,Operating,38.2697,-95.2447
1376,Electric Utility,KY,4,0.9,1.1,Petroleum Liquids,Oil,1947, ,Operating,38.2049,-84.2383
1875,Electric Utility,MI,4,0.9,0.9,Petroleum Liquids,Oil,1947, ,Operating,43.7217,-82.9388
960,Electric Utility,IL,1,0.9,0.6,Petroleum Liquids,Oil,1940, ,Operating,41.9093,-89.0498
2237,Electric Utility,NE,2,0.9,0.9,Petroleum Liquids,Oil,1937, ,Operating,40.055,-95.6083
55278,Industrial CHP,WY,STG-1,0.9,0.9,All Other,Other,2018, ,Operating,42.8475,-108.3136
58834,IPP CHP,WI,UNIT1,0.9,0.8,Other Waste Biomass,Other,2013, ,Operating,43.314444,-90.37306
58834,IPP CHP,WI,UNIT2,0.9,0.8,Other Waste Biomass,Other,2013, ,Operating,43.314444,-90.37306
55093,IPP Non-CHP,MA,UNT3,0.9,0.9,Landfill Gas,Other,2011, ,Operating,41.923068,-71.08641
55093,IPP Non-CHP,MA,UNT4,0.9,0.9,Landfill Gas,Other,2011, ,Operating,41.923068,-71.08641
57345,IPP CHP,ID,1,0.9,0.9,Other Waste Biomass,Other,2011, ,Operating,43.631944,-112.2797
57345,IPP CHP,ID,2,0.9,0.9,Other Waste Biomass,Other,2011, ,Operating,43.631944,-112.2797
55525,Commercial CHP,WI,2CAT,0.9,0.9,Other Waste Biomass,Other,2010, ,Operating,42.8869,-87.8422
55525,Commercial CHP,WI,1CAT,0.9,0.9,Other Waste Biomass,Other,2009, ,Operating,42.8869,-87.8422
55525,Commercial CHP,WI,3CAT,0.9,0.9,Other Waste Biomass,Other,2009, ,Operating,42.8869,-87.8422
55525,Commercial CHP,WI,4CAT,0.9,0.9,Other Waste Biomass,Other,2009, ,Operating,42.8869,-87.8422
55155,IPP Non-CHP,NY,UNT3,0.9,0.9,Landfill Gas,Other,2008, ,Operating,42.704391,-73.85087
56873,Commercial Non-CHP,PA,1,0.9,0.9,Landfill Gas,Other,2007, ,Operating,39.8639,-75.8428
56511,IPP Non-CHP,NJ,GEN1,0.9,0.9,Landfill Gas,Other,2004, ,Operating,39.9894,-75.04
56511,IPP Non-CHP,NJ,GEN2,0.9,0.9,Landfill Gas,Other,2004, ,Operating,39.9894,-75.04
55488,IPP CHP,NC,BB3,0.9,0.9,Landfill Gas,Other,2002, ,Operating,35.6067,-81.3006
50936,IPP CHP,WI,EG3,0.9,0.9,Landfill Gas,Other,2000, ,Operating,44.083,-88.5411
55602,IPP Non-CHP,CA,UNT1,0.9,0.9,Landfill Gas,Other,1999, ,Operating,32.8817,-117.1958
55602,IPP Non-CHP,CA,UNT2,0.9,0.9,Landfill Gas,Other,1999, ,Operating,32.8817,-117.1958
55602,IPP Non-CHP,CA,UNT3,0.9,0.9,Landfill Gas,Other,1999, ,Operating,32.8817,-117.1958
55602,IPP Non-CHP,CA,UNT4,0.9,0.9,Landfill Gas,Other,1999, ,Operating,32.8817,-117.1958
54567,IPP Non-CHP,CA,5,0.9,0.4,Landfill Gas,Other,1998, ,Operating,38.596283,-121.6875
55155,IPP Non-CHP,NY,UNT1,0.9,0.9,Landfill Gas,Other,1998, ,Operating,42.704391,-73.85087
55155,IPP Non-CHP,NY,UNT2,0.9,0.9,Landfill Gas,Other,1998, ,Operating,42.704391,-73.85087
55156,IPP Non-CHP,VA,UNT1,0.9,0.9,Landfill Gas,Other,1998, ,Operating,38.638333,-77.41472
55156,IPP Non-CHP,VA,UNT2,0.9,0.9,Landfill Gas,Other,1998, ,Operating,38.638333,-77.41472
55093,IPP Non-CHP,MA,UNT1,0.9,0.9,Landfill Gas,Other,1997, ,Operating,41.923068,-71.08641
55093,IPP Non-CHP,MA,UNT2,0.9,0.9,Landfill Gas,Other,1997, ,Operating,41.923068,-71.08641
54567,IPP Non-CHP,CA,4,0.9,0.6,Landfill Gas,Other,1993, ,Operating,38.596283,-121.6875
54618,Industrial CHP,NC,900,0.9,0.4,Wood/Wood Waste Biomass,Other,1993, ,Operating,36.033761,-80.2274
61174,IPP Non-CHP,MN,ETCS1,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.95028,-95.69147
61174,IPP Non-CHP,MN,ETCS2,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.95028,-95.69147
61174,IPP Non-CHP,MN,ETCS3,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.95028,-95.69147
61174,IPP Non-CHP,MN,ETCS4,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.95028,-95.69147
59709,IPP Non-CHP,MN,PV2,0.9,0.9,Solar Photovoltaic,Solar,2016, ,Operating,44.88,-93.21
57579,Electric Utility,CA,1,0.9,0.9,Solar Photovoltaic,Solar,2008, ,Operating,37.8583,-120.8917
63986,IPP Non-CHP,CA,10136,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,34.090318,-117.3556
63348,IPP Non-CHP,MN,PRCHR,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.279,-92.389
61182,IPP Non-CHP,MN,RLCS1,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.240346,-93.58579
61182,IPP Non-CHP,MN,RLCS2,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.240346,-93.58579
61182,IPP Non-CHP,MN,RLCS3,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.240346,-93.58579
58572,IPP Non-CHP,GA,1,0.9,0.9,Solar Photovoltaic,Solar,2013, ,Operating,31.026944,-83.055
58572,IPP Non-CHP,GA,2,0.9,0.9,Solar Photovoltaic,Solar,2013, ,Operating,31.026944,-83.055
61473,Electric Utility,NJ,HWVHS,0.9,0.9,Solar Photovoltaic,Solar,2015, ,Operating,40.328005,-74.8049
63674,IPP Non-CHP,CA,DEDEA,0.9,0.9,Solar Photovoltaic,Solar,2019, ,Operating,34.013113,-118.2419
61177,IPP Non-CHP,MN,GCCS1,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.191352,-93.944
61177,IPP Non-CHP,MN,GCCS2,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.191352,-93.944
61177,IPP Non-CHP,MN,GCCS3,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.191352,-93.944
61177,IPP Non-CHP,MN,GCCS4,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.191352,-93.944
61177,IPP Non-CHP,MN,GCCS5,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.191352,-93.944
57668,Commercial Non-CHP,PA,CASDE,0.9,0.9,Solar Photovoltaic,Solar,2010, ,Operating,40.2142,-77.2061
61179,IPP Non-CHP,MN,JCCS1,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.164677,-92.24119
61179,IPP Non-CHP,MN,JCCS2,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.164677,-92.24119
61179,IPP Non-CHP,MN,JCCS3,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.164677,-92.24119
61179,IPP Non-CHP,MN,JCCS4,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,44.164677,-92.24119
61178,IPP Non-CHP,MN,HCCS1,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.0901,-96.1612
61178,IPP Non-CHP,MN,HCCS2,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.0901,-96.1612
61178,IPP Non-CHP,MN,HCCS3,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.0901,-96.1612
61178,IPP Non-CHP,MN,HCCS4,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.0901,-96.1612
61178,IPP Non-CHP,MN,HCCS5,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.0901,-96.1612
61180,IPP Non-CHP,MN,PCCS1,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,45.662006,-93.93678
61180,IPP Non-CHP,MN,PCCS2,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,45.662006,-93.93678
57765,IPP Non-CHP,AZ,SHP,0.9,0.9,Solar Photovoltaic,Solar,2011, ,Operating,32.687778,-114.4961
57765,IPP Non-CHP,AZ,STE,0.9,0.9,Solar Photovoltaic,Solar,2011, ,Operating,32.687778,-114.4961
57765,IPP Non-CHP,AZ,SWD,0.9,0.9,Solar Photovoltaic,Solar,2011, ,Operating,32.687778,-114.4961
61183,IPP Non-CHP,MN,UACS1,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,45.255245,-92.77228
61183,IPP Non-CHP,MN,UACS2,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,45.255245,-92.77228
61183,IPP Non-CHP,MN,UACS3,0.9,0.9,Solar Photovoltaic,Solar,2018, ,Operating,45.255245,-92.77228
61181,IPP Non-CHP,MN,OACS1,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.901926,-94.03163
61181,IPP Non-CHP,MN,OACS2,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.901926,-94.03163
61181,IPP Non-CHP,MN,OACS3,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.901926,-94.03163
61181,IPP Non-CHP,MN,OACS4,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.901926,-94.03163
61181,IPP Non-CHP,MN,OACS5,0.9,0.9,Solar Photovoltaic,Solar,2017, ,Operating,44.901926,-94.03163
63970,IPP Non-CHP,DC,10020,0.9,0.9,Solar Photovoltaic,Solar,2019, ,Operating,38.977175,-77.03141
62027,IPP Non-CHP,NJ,PV1,0.9,0.7,Solar Photovoltaic,Solar,2016, ,Operating,40.838568,-74.31248
63213,Commercial Non-CHP,IN,418HS,0.9,0.4,Solar Photovoltaic,Solar,2016, ,Operating,40.140278,-86.21528
90,Electric Utility,AK,EWT 1,0.9,0.9,Onshore Wind Turbine,Wind,2013, ,Operating,64.505331,-165.4298
90,Electric Utility,AK,EWT 2,0.9,0.9,Onshore Wind Turbine,Wind,2013, ,Operating,64.505331,-165.4298
58511,IPP Non-CHP,AK,EWT2,0.9,0.9,Onshore Wind Turbine,Wind,2013, ,Operating,64.013889,-145.5967
6304,Electric Utility,AK,18WT,0.9,0.9,Onshore Wind Turbine,Wind,2012, ,Operating,66.837778,-162.5569
6304,Electric Utility,AK,19WT,0.9,0.9,Onshore Wind Turbine,Wind,2012, ,Operating,66.837778,-162.5569
57214,Electric Utility,IA,CAN2,0.9,0.9,Onshore Wind Turbine,Wind,2012, ,Operating,42.7317,-92.4711
62736,Industrial CHP,NY,850KW,0.9,0.9,Onshore Wind Turbine,Wind,2011, ,Operating,43.22731,-77.36409
57214,Electric Utility,IA,CAN1,0.9,0.9,Onshore Wind Turbine,Wind,2009, ,Operating,42.7317,-92.4711
58511,IPP Non-CHP,AK,EWT1,0.9,0.9,Onshore Wind Turbine,Wind,2009, ,Operating,64.013889,-145.5967
2024,Electric Utility,MN,10,0.9,0.9,Onshore Wind Turbine,Wind,2002, ,Operating,43.63349,-95.60923
2024,Electric Utility,MN,11,0.9,0.9,Onshore Wind Turbine,Wind,2002, ,Operating,43.63349,-95.60923
2024,Electric Utility,MN,8,0.9,0.9,Onshore Wind Turbine,Wind,2002, ,Operating,43.63349,-95.60923
2024,Electric Utility,MN,9,0.9,0.9,Onshore Wind Turbine,Wind,2002, ,Operating,43.63349,-95.60923
57214,Electric Utility,IA,SK4,0.9,0.9,Onshore Wind Turbine,Wind,2001, ,Operating,42.7317,-92.4711
58901,IPP Non-CHP,CO,TCWG2,0.8,0.8,Conventional Hydroelectric,Hydro,2014, ,Operating,38.239167,-107.7581
2631,IPP Non-CHP,NY,RIO2,0.8,0.8,Conventional Hydroelectric,Hydro,2013, ,Operating,41.4625,-74.7578
59437,IPP Non-CHP,ME,SWB-1,0.8,0.8,Conventional Hydroelectric,Hydro,2013, ,Operating,44.912667,-68.68383
59437,IPP Non-CHP,ME,SWB-2,0.8,0.8,Conventional Hydroelectric,Hydro,2013, ,Operating,44.912667,-68.68383
59437,IPP Non-CHP,ME,SWB-3,0.8,0.8,Conventional Hydroelectric,Hydro,2013, ,Operating,44.912667,-68.68383
6394,Electric Utility,WY,3,0.8,0.8,Conventional Hydroelectric,Hydro,2009, ,Operating,42.728439,-110.9166
57184,IPP Non-CHP,ME,3,0.8,0.8,Conventional Hydroelectric,Hydro,2009, ,Operating,44.8803,-68.6647
57184,IPP Non-CHP,ME,4,0.8,0.8,Conventional Hydroelectric,Hydro,2009, ,Operating,44.8803,-68.6647
